M,p0_p,rho0_rho,T0_T,A_Astar
5.016,539.0481589,89.3639893,6.0320512,25.32175436
5.018,540.3045529,89.51271579,6.0360648,25.36222116
5.02,541.5635394,89.66165007,6.04008,25.40274316
5.022,542.8251228,89.81079237,6.0440968,25.44332041
5.024,544.0893078,89.96014292,6.0481152,25.48395299
5.026,545.356099,90.10970194,6.0521352,25.52464093
5.028,546.6255009,90.25946966,6.0561568,25.56538432
5.03,547.8975183,90.40944631,6.06018,25.60618319
5.032,549.1721558,90.55963212,6.0642048,25.64703763
5.034,550.4494179,90.71002731,6.0682312,25.68794767
5.036,551.7293093,90.86063211,6.0722592,25.72891339
5.038,553.0118346,91.01144676,6.0762888,25.76993484
5.04,554.2969986,91.16247148,6.08032,25.81101209
5.042,555.5848058,91.31370649,6.0843528,25.85214519
5.044,556.8752609,91.46515203,6.0883872,25.8933342
5.046,558.1683686,91.61680833,6.0924232,25.93457918
5.048,559.4641336,91.76867562,6.0964608,25.97588019
5.05,560.7625605,91.92075412,6.1005,26.0172373
5.052,562.0636541,92.07304406,6.1045408,26.05865056
5.054,563.367419,92.22554568,6.1085832,26.10012003
5.056,564.6738599,92.37825921,6.1126272,26.14164577
5.058,565.9829816,92.53118487,6.1166728,26.18322784
5.06,567.2947888,92.68432289,6.12072,26.22486631
5.062,568.6092862,92.83767351,6.1247688,26.26656122
5.064,569.9264785,92.99123695,6.1288192,26.30831265
5.066,571.2463704,93.14501346,6.1328712,26.35012065
5.068,572.5689668,93.29900325,6.1369248,26.39198529
5.07,573.8942724,93.45320655,6.14098,26.43390662
5.072,575.2222919,93.60762361,6.1450368,26.4758847
5.074,576.55303,93.76225465,6.1490952,26.51791959
5.076,577.8864917,93.91709991,6.1531552,26.56001136
5.078,579.2226815,94.07215961,6.1572168,26.60216007
5.08,580.5616044,94.22743398,6.16128,26.64436577
5.082,581.9032652,94.38292327,6.1653448,26.68662853
5.084,583.2476685,94.5386277,6.1694112,26.7289484
5.086,584.5948193,94.6945475,6.1734792,26.77132545
5.088,585.9447224,94.85068291,6.1775488,26.81375974
5.09,587.2973825,95.00703416,6.18162,26.85625133
5.092,588.6528045,95.16360148,6.1856928,26.89880028
5.094,590.0109932,95.32038511,6.1897672,26.94140665
5.096,591.3719535,95.47738527,6.1938432,26.9840705
5.098,592.7356903,95.63460221,6.1979208,27.0267919
5.1,594.1022083,95.79203616,6.202,27.0695709
5.102,595.4715124,95.94968735,6.2060808,27.11240756
5.104,596.8436076,96.10755602,6.2101632,27.15530195
5.106,598.2184987,96.26564239,6.2142472,27.19825413
5.108,599.5961905,96.42394671,6.2183328,27.24126415
5.11,600.976688,96.5824692,6.22242,27.28433209
5.112,602.3599961,96.74121011,6.2265088,27.32745799
5.114,603.7461196,96.90016967,6.2305992,27.37064193
5.116,605.1350635,97.05934811,6.2346912,27.41388396
5.118,606.5268328,97.21874567,6.2387848,27.45718415
5.12,607.9214322,97.37836258,6.24288,27.50054255
5.122,609.3188668,97.53819909,6.2469768,27.54395923
5.124,610.7191415,97.69825542,6.2510752,27.58743426
5.126,612.1222613,97.85853181,6.2551752,27.63096768
5.128,613.5282311,98.0190285,6.2592768,27.67455956
5.13,614.9370558,98.17974573,6.26338,27.71820997
5.132,616.3487405,98.34068372,6.2674848,27.76191897
5.134,617.76329,98.50184273,6.2715912,27.80568661
5.136,619.1807095,98.66322297,6.2756992,27.84951297
5.138,620.6010038,98.82482471,6.2798088,27.89339809
5.14,622.0241781,98.98664816,6.28392,27.93734206
5.142,623.4502372,99.14869356,6.2880328,27.98134491
5.144,624.8791862,99.31096116,6.2921472,28.02540673
5.146,626.3110301,99.4734512,6.2962632,28.06952756
5.148,627.745774,99.6361639,6.3003808,28.11370748
5.15,629.1834229,99.79909951,6.3045,28.15794654
5.152,630.6239817,99.96225827,6.3086208,28.2022448
5.154,632.0674556,100.1256404,6.3127432,28.24660234
5.156,633.5138497,100.2892462,6.3168672,28.29101921
5.158,634.9631689,100.4530758,6.3209928,28.33549547
5.16,636.4154184,100.6171295,6.32512,28.38003118
5.162,637.8706032,100.7814076,6.3292488,28.42462641
5.164,639.3287284,100.9459103,6.3333792,28.46928123
5.166,640.7897991,101.1106377,6.3375112,28.51399569
5.168,642.2538204,101.2755903,6.3416448,28.55876985
5.17,643.7207974,101.4407681,6.34578,28.60360378
5.172,645.1907352,101.6061715,6.3499168,28.64849755
5.174,646.663639,101.7718006,6.3540552,28.6934512
5.176,648.1395138,101.9376558,6.3581952,28.73846482
5.178,649.6183648,102.1037372,6.3623368,28.78353845
5.18,651.1001972,102.2700452,6.36648,28.82867216
5.182,652.585016,102.4365798,6.3706248,28.87386602
5.184,654.0728265,102.6033415,6.3747712,28.91912009
5.186,655.5636338,102.7703304,6.3789192,28.96443443
5.188,657.057443,102.9375468,6.3830688,29.0098091
5.19,658.5542594,103.1049908,6.38722,29.05524417
5.192,660.0540882,103.2726628,6.3913728,29.1007397
5.194,661.5569345,103.440563,6.3955272,29.14629576
5.196,663.0628035,103.6086917,6.3996832,29.1919124
5.198,664.5717005,103.777049,6.4038408,29.23758969
5.2,666.0836306,103.9456352,6.408,29.28332769
5.202,667.5985991,104.1144506,6.4121608,29.32912647
5.204,669.1166113,104.2834955,6.4163232,29.37498609
5.206,670.6376722,104.4527699,6.4204872,29.42090662
5.208,672.1617873,104.6222743,6.4246528,29.46688811
5.21,673.6889617,104.7920087,6.42882,29.51293063
5.212,675.2192007,104.9619736,6.4329888,29.55903425
5.214,676.7525096,105.1321691,6.4371592,29.60519902
5.216,678.2888936,105.3025955,6.4413312,29.65142501
5.218,679.828358,105.4732529,6.4455048,29.69771229
5.22,681.3709082,105.6441418,6.44968,29.74406092
5.222,682.9165493,105.8152622,6.4538568,29.79047097
5.224,684.4652868,105.9866144,6.4580352,29.83694248
5.226,686.0171259,106.1581988,6.4622152,29.88347554
5.228,687.572072,106.3300155,6.4663968,29.93007021
5.23,689.1301303,106.5020648,6.47058,29.97672654
5.232,690.6913062,106.6743469,6.4747648,30.0234446
5.234,692.2556051,106.8468621,6.4789512,30.07022447
5.236,693.8230323,107.0196105,6.4831392,30.11706619
5.238,695.3935931,107.1925926,6.4873288,30.16396984
5.24,696.9672929,107.3658085,6.49152,30.21093547
5.242,698.5441372,107.5392584,6.4957128,30.25796316
5.244,700.1241312,107.7129426,6.4999072,30.30505297
5.246,701.7072803,107.8868614,6.5041032,30.35220496
5.248,703.29359,108.0610149,6.5083008,30.3994192
5.25,704.8830657,108.2354036,6.5125,30.44669575
5.252,706.4757127,108.4100275,6.5167008,30.49403467
5.254,708.0715365,108.5848869,6.5209032,30.54143604
5.256,709.6705425,108.7599821,6.5251072,30.58889991
5.258,711.2727361,108.9353134,6.5293128,30.63642635
5.26,712.8781228,109.1108809,6.53352,30.68401542
5.262,714.486708,109.286685,6.5377288,30.73166719
5.264,716.0984972,109.4627259,6.5419392,30.77938173
5.266,717.7134959,109.6390037,6.5461512,30.82715909
5.268,719.3317094,109.8155189,6.5503648,30.87499935
5.27,720.9531434,109.9922716,6.55458,30.92290257
5.272,722.5778032,110.169262,6.5587968,30.97086881
5.274,724.2056944,110.3464905,6.5630152,31.01889814
5.276,725.8368224,110.5239572,6.5672352,31.06699062
5.278,727.4711928,110.7016625,6.5714568,31.11514633
5.28,729.1088111,110.8796065,6.57568,31.16336531
5.282,730.7496829,111.0577896,6.5799048,31.21164765
5.284,732.3938136,111.2362119,6.5841312,31.2599934
5.286,734.0412087,111.4148738,6.5883592,31.30840263
5.288,735.6918739,111.5937754,6.5925888,31.3568754
5.29,737.3458147,111.7729171,6.59682,31.40541179
5.292,739.0030367,111.952299,6.6010528,31.45401185
5.294,740.6635454,112.1319214,6.6052872,31.50267565
5.296,742.3273463,112.3117847,6.6095232,31.55140326
5.298,743.9944452,112.4918889,6.6137608,31.60019474
5.3,745.6648476,112.6722344,6.618,31.64905017
5.302,747.338559,112.8528215,6.6222408,31.69796959
5.304,749.0155851,113.0336504,6.6264832,31.74695309
5.306,750.6959316,113.2147212,6.6307272,31.79600072
5.308,752.3796039,113.3960344,6.6349728,31.84511255
5.31,754.0666079,113.5775901,6.63922,31.89428865
5.312,755.756949,113.7593886,6.6434688,31.94352908
5.314,757.4506331,113.9414302,6.6477192,31.99283391
5.316,759.1476656,114.123715,6.6519712,32.04220321
5.318,760.8480523,114.3062434,6.6562248,32.09163704
5.32,762.5517989,114.4890156,6.66048,32.14113546
5.322,764.2589109,114.6720319,6.6647368,32.19069855
5.324,765.9693943,114.8552925,6.6689952,32.24032637
5.326,767.6832545,115.0387976,6.6732552,32.29001899
5.328,769.4004973,115.2225476,6.6775168,32.33977647
5.33,771.1211285,115.4065426,6.68178,32.38959887
5.332,772.8451537,115.590783,6.6860448,32.43948627
5.334,774.5725787,115.775269,6.6903112,32.48943874
5.336,776.3034092,115.9600008,6.6945792,32.53945633
5.338,778.037651,116.1449787,6.6988488,32.58953912
5.34,779.7753098,116.3302029,6.70312,32.63968716
5.342,781.5163913,116.5156738,6.7073928,32.68990054
5.344,783.2609014,116.7013915,6.7116672,32.74017931
5.346,785.0088457,116.8873563,6.7159432,32.79052354
5.348,786.7602302,117.0735685,6.7202208,32.8409333
5.35,788.5150606,117.2600283,6.7245,32.89140865
5.352,790.2733426,117.4467361,6.7287808,32.94194967
5.354,792.0350821,117.6336919,6.7330632,32.99255642
5.356,793.8002849,117.8208962,6.7373472,33.04322896
5.358,795.5689569,118.0083491,6.7416328,33.09396736
5.36,797.3411038,118.1960509,6.74592,33.1447717
5.362,799.1167315,118.3840019,6.7502088,33.19564203
5.364,800.8958458,118.5722023,6.7544992,33.24657842
5.366,802.6784527,118.7606525,6.7587912,33.29758095
5.368,804.4645579,118.9493525,6.7630848,33.34864967
5.37,806.2541673,119.1383028,6.76738,33.39978466
5.372,808.0472869,119.3275035,6.7716768,33.45098599
5.374,809.8439225,119.5169549,6.7759752,33.50225371
5.376,811.6440799,119.7066573,6.7802752,33.5535879
5.378,813.4477652,119.896611,6.7845768,33.60498863
5.38,815.2549841,120.0868161,6.78888,33.65645596
5.382,817.0657427,120.277273,6.7931848,33.70798997
5.384,818.8800469,120.4679819,6.7974912,33.75959071
5.386,820.6979026,120.6589431,6.8017992,33.81125825
5.388,822.5193157,120.8501568,6.8061088,33.86299268
5.39,824.3442922,121.0416233,6.81042,33.91479404
5.392,826.172838,121.2333429,6.8147328,33.96666241
5.394,828.0049592,121.4253157,6.8190472,34.01859786
5.396,829.8406617,121.6175422,6.8233632,34.07060045
5.398,831.6799514,121.8100224,6.8276808,34.12267026
5.4,833.5228345,122.0027568,6.832,34.17480735
5.402,835.3693168,122.1957455,6.8363208,34.22701179
5.404,837.2194044,122.3889889,6.8406432,34.27928365
5.406,839.0731033,122.5824871,6.8449672,34.33162299
5.408,840.9304196,122.7762404,6.8492928,34.38402989
5.41,842.7913592,122.9702492,6.85362,34.4365044
5.412,844.6559283,123.1645136,6.8579488,34.48904661
5.414,846.5241328,123.3590339,6.8622792,34.54165658
5.416,848.3959788,123.5538105,6.8666112,34.59433438
5.418,850.2714725,123.7488435,6.8709448,34.64708007
5.42,852.1506198,123.9441332,6.87528,34.69989372
5.422,854.0334268,124.1396798,6.8796168,34.75277541
5.424,855.9198997,124.3354837,6.8839552,34.8057252
5.426,857.8100446,124.5315451,6.8882952,34.85874316
5.428,859.7038675,124.7278643,6.8926368,34.91182936
5.43,861.6013746,124.9244415,6.89698,34.96498386
5.432,863.502572,125.121277,6.9013248,35.01820674
5.434,865.4074658,125.318371,6.9056712,35.07149807
5.436,867.3160622,125.5157239,6.9100192,35.12485791
5.438,869.2283673,125.7133359,6.9143688,35.17828633
5.44,871.1443873,125.9112072,6.91872,35.23178341
5.442,873.0641284,126.1093381,6.9230728,35.28534921
5.444,874.9875967,126.3077289,6.9274272,35.3389838
5.446,876.9147984,126.5063798,6.9317832,35.39268724
5.448,878.8457397,126.7052912,6.9361408,35.44645962
5.45,880.7804268,126.9044632,6.9405,35.50030099
5.452,882.718866,127.1038962,6.9448608,35.55421143
5.454,884.6610634,127.3035903,6.9492232,35.60819101
5.456,886.6070252,127.503546,6.9535872,35.66223979
5.458,888.5567578,127.7037634,6.9579528,35.71635784
5.46,890.5102673,127.9042427,6.96232,35.77054525
5.462,892.46756,128.1049844,6.9666888,35.82480206
5.464,894.4286422,128.3059886,6.9710592,35.87912836
5.466,896.3935201,128.5072556,6.9754312,35.93352421
5.468,898.3622,128.7087857,6.9798048,35.98798969
5.47,900.3346881,128.9105791,6.98418,36.04252486
5.472,902.3109909,129.1126361,6.9885568,36.09712979
5.474,904.2911146,129.314957,6.9929352,36.15180455
5.476,906.2750654,129.517542,6.9973152,36.20654922
5.478,908.2628498,129.7203915,7.0016968,36.26136385
5.48,910.254474,129.9235056,7.00608,36.31624853
5.482,912.2499445,130.1268847,7.0104648,36.37120333
5.484,914.2492674,130.330529,7.0148512,36.4262283
5.486,916.2524493,130.5344387,7.0192392,36.48132353
5.488,918.2594964,130.7386143,7.0236288,36.53648907
5.49,920.2704151,130.9430558,7.02802,36.59172501
5.492,922.2852118,131.1477637,7.0324128,36.64703142
5.494,924.3038929,131.3527381,7.0368072,36.70240835
5.496,926.3264648,131.5579793,7.0412032,36.7578559
5.498,928.3529339,131.7634876,7.0456008,36.81337411
5.5,930.3833066,131.9692633,7.05,36.86896307
5.502,932.4175894,132.1753067,7.0544008,36.92462284
5.504,934.4557886,132.381618,7.0588032,36.9803535
5.506,936.4979107,132.5881974,7.0632072,37.03615512
5.508,938.5439622,132.7950453,7.0676128,37.09202776
5.51,940.5939495,133.002162,7.07202,37.1479715
5.512,942.647879,133.2095476,7.0764288,37.2039864
5.514,944.7057574,133.4172025,7.0808392,37.26007255
5.516,946.7675909,133.6251269,7.0852512,37.31623001
5.518,948.8333863,133.8333212,7.0896648,37.37245884
5.52,950.9031498,134.0417855,7.09408,37.42875913
5.522,952.9768881,134.2505202,7.0984968,37.48513094
5.524,955.0546077,134.4595255,7.1029152,37.54157434
5.526,957.136315,134.6688018,7.1073352,37.59808941
5.528,959.2220167,134.8783491,7.1117568,37.65467622
5.53,961.3117193,135.088168,7.11618,37.71133483
5.532,963.4054293,135.2982586,7.1206048,37.76806532
5.534,965.5031533,135.5086211,7.1250312,37.82486776
5.536,967.6048979,135.7192559,7.1294592,37.88174222
5.538,969.7106696,135.9301633,7.1338888,37.93868877
5.54,971.820475,136.1413435,7.13832,37.99570749
5.542,973.9343208,136.3527968,7.1427528,38.05279844
5.544,976.0522135,136.5645234,7.1471872,38.1099617
5.546,978.1741598,136.7765237,7.1516232,38.16719733
5.548,980.3001663,136.9887978,7.1560608,38.22450542
5.55,982.4302396,137.2013462,7.1605,38.28188603
5.552,984.5643864,137.4141691,7.1649408,38.33933923
5.554,986.7026132,137.6272666,7.1693832,38.3968651
5.556,988.8449269,137.8406392,7.1738272,38.4544637
5.558,990.991334,138.0542871,7.1782728,38.51213511
5.56,993.1418412,138.2682105,7.18272,38.56987941
5.562,995.2964552,138.4824098,7.1871688,38.62769665
5.564,997.4551827,138.6968852,7.1916192,38.68558692
5.566,999.6180305,138.911637,7.1960712,38.74355029
5.568,1001.785005,139.1266655,7.2005248,38.80158683
5.57,1003.956113,139.3419709,7.20498,38.8596966
5.572,1006.131362,139.5575535,7.2094368,38.91787969
5.574,1008.310758,139.7734137,7.2138952,38.97613617
5.576,1010.494308,139.9895516,7.2183552,39.0344661
5.578,1012.682018,140.2059676,7.2228168,39.09286957
5.58,1014.873896,140.4226619,7.22728,39.15134664
5.582,1017.069948,140.6396348,7.2317448,39.20989738
5.584,1019.27018,140.8568866,7.2362112,39.26852187
5.586,1021.474601,141.0744176,7.2406792,39.32722018
5.588,1023.683216,141.292228,7.2451488,39.38599238
5.59,1025.896033,141.5103182,7.24962,39.44483855
5.592,1028.113057,141.7286883,7.2540928,39.50375876
5.594,1030.334297,141.9473388,7.2585672,39.56275308
5.596,1032.559759,142.1662698,7.2630432,39.62182158
5.598,1034.789449,142.3854816,7.2675208,39.68096434
5.6,1037.023375,142.6049746,7.272,39.74018143
5.602,1039.261543,142.8247489,7.2764808,39.79947292
5.604,1041.503961,143.044805,7.2809632,39.85883889
5.606,1043.750635,143.265143,7.2854472,39.9182794
5.608,1046.001572,143.4857633,7.2899328,39.97779454
5.61,1048.256779,143.7066661,7.29442,40.03738437
5.612,1050.516263,143.9278517,7.2989088,40.09704898
5.614,1052.780031,144.1493203,7.3033992,40.15678842
5.616,1055.048089,144.3710724,7.3078912,40.21660278
5.618,1057.320446,144.5931081,7.3123848,40.27649212
5.62,1059.597106,144.8154277,7.31688,40.33645653
5.622,1061.878079,145.0380315,7.3213768,40.39649607
5.624,1064.16337,145.2609198,7.3258752,40.45661082
5.626,1066.452987,145.4840929,7.3303752,40.51680086
5.628,1068.746936,145.7075511,7.3348768,40.57706624
5.63,1071.045225,145.9312946,7.33938,40.63740706
5.632,1073.34786,146.1553237,7.3438848,40.69782338
5.634,1075.654849,146.3796388,7.3483912,40.75831528
5.636,1077.966199,146.60424,7.3528992,40.81888283
5.638,1080.281916,146.8291277,7.3574088,40.87952611
5.64,1082.602008,147.0543021,7.36192,40.94024518
5.642,1084.926481,147.2797636,7.3664328,41.00104012
5.644,1087.255344,147.5055124,7.3709472,41.06191102
5.646,1089.588602,147.7315488,7.3754632,41.12285793
5.648,1091.926263,147.9578732,7.3799808,41.18388094
5.65,1094.268334,148.1844857,7.3845,41.24498011
5.652,1096.614823,148.4113866,7.3890208,41.30615553
5.654,1098.965735,148.6385763,7.3935432,41.36740727
5.656,1101.321079,148.8660551,7.3980672,41.4287354
5.658,1103.680861,149.0938231,7.4025928,41.49013999
5.66,1106.045089,149.3218808,7.40712,41.55162112
5.662,1108.41377,149.5502283,7.4116488,41.61317887
5.664,1110.786911,149.778866,7.4161792,41.67481331
5.666,1113.164519,150.0077942,7.4207112,41.73652452
5.668,1115.546601,150.2370131,7.4252448,41.79831256
5.67,1117.933164,150.4665231,7.42978,41.86017751
5.672,1120.324216,150.6963244,7.4343168,41.92211946
5.674,1122.719764,150.9264173,7.4388552,41.98413846
5.676,1125.119815,151.156802,7.4433952,42.04623461
5.678,1127.524376,151.387479,7.4479368,42.10840797
5.68,1129.933455,151.6184484,7.45248,42.17065861
5.682,1132.347058,151.8497106,7.4570248,42.23298662
5.684,1134.765193,152.0812658,7.4615712,42.29539206
5.686,1137.187868,152.3131144,7.4661192,42.35787502
5.688,1139.615089,152.5452566,7.4706688,42.42043556
5.69,1142.046864,152.7776927,7.47522,42.48307377
5.692,1144.4832,153.010423,7.4797728,42.54578971
5.694,1146.924104,153.2434477,7.4843272,42.60858347
5.696,1149.369584,153.4767673,7.4888832,42.67145512
5.698,1151.819647,153.7103819,7.4934408,42.73440473
5.7,1154.2743,153.9442919,7.498,42.79743238
5.702,1156.733551,154.1784975,7.5025608,42.86053815
5.704,1159.197407,154.412999,7.5071232,42.9237221
5.706,1161.665876,154.6477968,7.5116872,42.98698433
5.708,1164.138964,154.8828911,7.5162528,43.05032489
5.71,1166.616679,155.1182821,7.52082,43.11374387
5.712,1169.099028,155.3539703,7.5253888,43.17724135
5.714,1171.58602,155.5899559,7.5299592,43.24081739
5.716,1174.07766,155.8262391,7.5345312,43.30447208
5.718,1176.573958,156.0628203,7.5391048,43.36820549
5.72,1179.074919,156.2996998,7.54368,43.4320177
5.722,1181.580552,156.5368778,7.5482568,43.49590878
5.724,1184.090864,156.7743546,7.5528352,43.5598788
5.726,1186.605862,157.0121306,7.5574152,43.62392786
5.728,1189.125555,157.250206,7.5619968,43.68805601
5.73,1191.649948,157.4885812,7.56658,43.75226334
5.732,1194.179051,157.7272563,7.5711648,43.81654992
5.734,1196.71287,157.9662317,7.5757512,43.88091584
5.736,1199.251412,158.2055078,7.5803392,43.94536115
5.738,1201.794686,158.4450847,7.5849288,44.00988596
5.74,1204.342699,158.6849628,7.58952,44.07449032
5.742,1206.895458,158.9251424,7.5941128,44.13917431
5.744,1209.452971,159.1656238,7.5987072,44.20393802
5.746,1212.015246,159.4064072,7.6033032,44.26878151
5.748,1214.582289,159.647493,7.6079008,44.33370487
5.75,1217.15411,159.8888814,7.6125,44.39870818
5.752,1219.730714,160.1305728,7.6171008,44.4637915
5.754,1222.31211,160.3725674,7.6217032,44.52895492
5.756,1224.898305,160.6148655,7.6263072,44.5941985
5.758,1227.489308,160.8574675,7.6309128,44.65952234
5.76,1230.085125,161.1003736,7.63552,44.72492651
5.762,1232.685764,161.3435842,7.6401288,44.79041107
5.764,1235.291233,161.5870994,7.6447392,44.85597612
5.766,1237.90154,161.8309197,7.6493512,44.92162173
5.768,1240.516691,162.0750452,7.6539648,44.98734797
5.77,1243.136696,162.3194764,7.65858,45.05315492
